title,releaseDate,retailPrice
Jordan Jumpman 2020 White Black Red Orbit,2019-09-25 23:59:59,110.0
Jordan Jumpman 2020 Black White,2019-09-25 23:59:59,110.0
Air Max 97 Gradient Fade,2019-09-24 23:59:59,160.0
Nike Drop Type LX Deep Royal Blue,2019-09-24 23:59:59,75.0
adidas Speedfactory AM4 Pat Mahomes Showtime,2019-09-24 23:59:59,150.0
Puma RS-X Softcase Black Red Blue,2019-09-24 23:59:59,110.0
adidas Yeezy Boost 350 V2 Citrin (Reflective),2019-09-23 23:59:59,220.0
Puma Palace Guard Hi Fashion Geek,2019-09-23 23:59:59,120.0
Puma California Fashion Geek,2019-09-23 23:59:59,110.0
Air Max 97 Cocoa Snake (W),2019-09-23 23:59:59,170.0
Air Max 95 Antifreeze (2019),2019-09-23 23:59:59,160.0
adidas Yeezy Boost 350 V2 Citrin (Non-Reflective),2019-09-23 23:59:59,220.0
adidas Yeezy Boost 350 V2 Citrin (Kids),2019-09-23 23:59:59,160.0
adidas Yeezy Boost 350 V2 Citrin (Infant),2019-09-23 23:59:59,140.0
adidas Torsion Edberg Comp Highs and Lows,2019-09-23 23:59:59,120.0
adidas NMD R1 Firecracker,2019-09-23 23:59:59,130.0
New Balance 997S Cordura Black Pink,2019-09-23 23:59:59,120.0
Reebok Instapump Fury Sanrio Hello Kitty,2019-09-22 23:59:59,185.0
Reebok Instapump Fury Sanrio Gudetama,2019-09-22 23:59:59,185.0
Jordan 12 Retro Black Game Royal,2019-09-21 23:59:59,190.0
Jordan 12 Retro Black Game Royal (GS),2019-09-21 23:59:59,140.0
Jordan 12 Retro Black Game Royal (TD),2019-09-21 23:59:59,60.0
Jordan 12 Retro Black Game Royal (PS),2019-09-21 23:59:59,80.0
Air Barrage Mid Rams,2019-09-21 23:59:59,150.0
Jordan 3 Retro Knicks (GS),2019-09-21 23:59:59,140.0
Jordan 3 Retro Knicks,2019-09-21 23:59:59,190.0
Jordan 3 Retro Knicks (TD),2019-09-21 23:59:59,60.0
Jordan 3 Retro Knicks (PS),2019-09-21 23:59:59,80.0
adidas Yeezy Boost 350 V2 Cloud White (Non-Reflective),2019-09-21 23:59:59,220.0
adidas Nite Jogger Morse Code,2019-09-21 23:59:59,130.0
adidas Ozweego Big Logo White Solar Red,2019-09-21 23:59:59,110.0
adidas ZX Torsion Big Logo White Solar Red,2019-09-21 23:59:59,140.0
adidas Yeezy Boost 350 V2 Cloud White (Infant),2019-09-21 23:59:59,140.0
adidas Yeezy Boost 350 V2 Cloud White (Kids),2019-09-21 23:59:59,160.0
adidas Torsion X Big Logo White Solar Red,2019-09-21 23:59:59,180.0
Air Foamposite Pro Knicks (TD),2019-09-20 23:59:59,75.0
Air Foamposite Pro Knicks (GS),2019-09-20 23:59:59,180.0
Air Foamposite Pro Knicks,2019-09-20 23:59:59,230.0
Air Foamposite Pro Knicks (I),2019-09-20 23:59:59,50.0
Air Foamposite Pro Knicks (PS),2019-09-20 23:59:59,100.0
Under Armour Project Rock 2 Black White (W),2019-09-20 23:59:59,140.0
Under Armour Project Rock 2 Black White,2019-09-20 23:59:59,140.0
Under Armour Project Rock 2 White Black,2019-09-20 23:59:59,140.0
Under Armour Project Rock 2 White (W),2019-09-20 23:59:59,140.0
Nike Joyride CC Black Wheat,2019-09-20 23:59:59,140.0
Nike Joyride CC Ghost Bright Violet Bright Crimson,2019-09-20 23:59:59,140.0
Nike Joyride CC White Bright Crimson Atomic Violet,2019-09-20 23:59:59,140.0
Nike Joyride CC Midnight Navy Dark Obsidian,2019-09-20 23:59:59,140.0
Vans Authentic Vivienne Westwood Anglomania,2019-09-20 23:59:59,70.0
Vans Sk8-Hi Platform Vivienne Westwood Anglomania Buckle,2019-09-20 23:59:59,120.0
Vans Style 53 Vivienne Westwood Anglomania,2019-09-20 23:59:59,85.0
Vans Sk8-Hi Vivienne Westwood Anglomania Postcard,2019-09-20 23:59:59,130.0
Nike Shox BB4 Black Silver Lapis,2019-09-20 23:59:59,160.0
Air VaporMax Flyknit 3 Sunset Tint (W),2019-09-20 23:59:59,190.0
Jordan 1 Low Zebra (GS),2019-09-20 23:59:59,75.0
Jordan Mars 270 Black Gold (GS),2019-09-20 23:59:59,130.0
Jordan Mars 270 Black Gold,2019-09-20 23:59:59,160.0
Nike Waffle Racer University Blue Amarillo,2019-09-20 23:59:59,85.0
Nike Zoom Fly 3 Chicago Marathon,2019-09-20 23:59:59,160.0
adidas ZX4000 Alltimers,2019-09-20 23:59:59,130.0
New Balance 577 Hanon Flimby Legend,2019-09-20 23:59:59,185.0
Jordan 1 Crib Bootie Shattered Backboard (TD),2019-09-20 23:59:59,45.0
Jordan 1 Mid Multi-Color Tiger Stripe (GS),2019-09-20 23:59:59,100.0
Jordan 1 Mid Multi-Color Tiger Stripe (PS),2019-09-20 23:59:59,70.0
Jordan 1 Mid Multi-Color Tiger Stripe (TD),2019-09-20 23:59:59,55.0
Reebok DMX6 MMI Grey Lime,2019-09-20 23:59:59,140.0
Reebok DMX6 MMI True Grey Washed Blue,2019-09-20 23:59:59,140.0
Jordan 4 Retro Fossil (W),2019-09-19 23:59:59,190.0
Nike Shox Enigma Ghost Aqua (W),2019-09-19 23:59:59,135.0
adidas Yeezy Boost 350 V2 Cloud White (Reflective),2019-09-19 23:59:59,220.0
Vans Destruct Finisterre,2019-09-19 23:59:59,98.0
Vans Ultrarange High DL Finisterre,2019-09-19 23:59:59,135.0
Vans Slip-Er Finisterre,2019-09-19 23:59:59,75.0
Air Max 270 React Reggae,2019-09-19 23:59:59,150.0
Air Max 270 React Heavy Metal,2019-09-19 23:59:59,150.0
Air Max 270 React Electronic Music,2019-09-19 23:59:59,150.0
Air Max 270 React Punk Rock,2019-09-19 23:59:59,150.0
adidas Y-3 Kyoi Trail White Black,2019-09-19 23:59:59,400.0
adidas Y-3 Kyoi Trail Black White,2019-09-19 23:59:59,400.0
New Balance 801 Herschel Supply Co Night Lights (Standard Width),2019-09-19 23:59:59,100.0
New Balance 801 Herschel Supply Co Cement (Standard Width),2019-09-19 23:59:59,100.0
New Balance 801 Herschel Supply Co Rock (Standard Width),2019-09-19 23:59:59,100.0
Jordan 1 Jester XX Fossil (W),2019-09-19 23:59:59,100.0
Asics Gel-Kinsei OG Graphite,2019-09-19 23:59:59,180.0
Asics Gel-Kinsei OG White Metropolis,2019-09-19 23:59:59,180.0
Asics Gel-Kinsei OG White Black,2019-09-19 23:59:59,180.0
Jordan Mars 270 Grape,2019-09-19 23:59:59,160.0
Air Max Tailwind 4 Sneakersnstuff 20th Anniversary,2019-09-18 23:59:59,160.0
Jordan 8 SP Retro SE White Multicolor,2019-09-18 23:59:59,225.0
adidas Yeezy Powerphase Simple Brown,2019-09-18 23:59:59,120.0
adidas Yeezy Powerphase Quiet Grey,2019-09-18 23:59:59,120.0
adidas Yeezy Powerphase Clear Brown,2019-09-18 23:59:59,120.0
Converse Chuck Taylor All-Star 70s Hi Corduroy Patchwork Gold Navy,2019-09-18 23:59:59,90.0
Converse Chuck Taylor All-Star 70s Hi Corduroy Patchwork Gold Grey,2019-09-18 23:59:59,90.0
Air Max 97 Matrix,2019-09-16 23:59:59,160.0
Nike Mercurial Superfly 7 Elite FG Nuovo White,2019-09-16 23:59:59,275.0
Nike Adapt Huarache White Black (UK Charger),2019-09-16 23:59:59,350.0
Air VaporMax 2019 Utility Black Cosmic Clay Teal Nebula,2019-09-16 23:59:59,190.0
Nike Adapt Huarache Opti Yellow (UK Charger),2019-09-16 23:59:59,350.0
Air Max 270 South Beach (W),2019-09-16 23:59:59,150.0
Air Max 97 Newspaper,2019-09-16 23:59:59,160.0
Air Max 720 Racer Blue Black,2019-09-16 23:59:59,190.0
Air Max 98 Entourage,2019-09-16 23:59:59,160.0
Air Max 95 Black Wheat,2019-09-16 23:59:59,160.0
Nike Phantom Venom Elite FG Nuovo White,2019-09-16 23:59:59,250.0
Nike Mercurial Vapor 13 Elite FG Nuovo White,2019-09-16 23:59:59,250.0
Nike Phantom Vision Elite DF FG Nuovo White,2019-09-16 23:59:59,275.0
adidas AR Trainer Glow Blue,2019-09-16 23:59:59,100.0
Jordan React Havoc Oklahoma,2019-09-16 23:59:59,130.0
Vans Slip-On Peels,2019-09-15 23:59:59,70.0
Air Max 270 React Gradient Shift (W),2019-09-15 23:59:59,150.0
Air Max 98 Halloween 2019 (GS),2019-09-15 23:59:59,165.0
Jordan 1 Retro MCS Low Black White,2019-09-15 23:59:59,95.0
Jordan 1 Retro MCS Low White Black,2019-09-15 23:59:59,95.0
Under Armour Curry 6 SL Black Graphite,2019-09-15 23:59:59,160.0
Nike Alphadunk Pure Magic,2019-09-14 23:59:59,180.0
Nike SB Dunk Low Supreme Jewel Swoosh Red,2019-09-14 23:59:59,110.0
Nike SB Dunk Low Supreme Jewel Swoosh Silver,2019-09-14 23:59:59,110.0
Nike SB Dunk Low Supreme Jewel Swoosh Gold,2019-09-14 23:59:59,110.0
LeBron Icon John Elliott Tulip Pink,2019-09-14 23:59:59,250.0
Air Ghost Racer Black Pink,2019-09-14 23:59:59,130.0
Puma Inhale size? Kraken,2019-09-14 23:59:59,105.0
Puma Inhale size? Kraken (W),2019-09-14 23:59:59,105.0
Puma Inhale size? Medusa (W),2019-09-14 23:59:59,105.0
Puma Inhale size? Medusa,2019-09-14 23:59:59,105.0
Jordan 1 Retro High Comme des Garcons White,2019-09-14 23:59:59,350.0
Jordan 1 Retro High Comme des Garcons Black,2019-09-14 23:59:59,350.0
adidas Yeezy Desert Boot Salt,2019-09-14 23:59:59,200.0
adidas ZX 4000 4D I Want I Can,2019-09-14 23:59:59,300.0
adidas Torsion X Black Multicolor,2019-09-14 23:59:59,180.0
adidas Munchen Oktoberfest Clay Brown,2019-09-14 23:59:59,220.0
adidas ZX Torsion Black Orange Green,2019-09-14 23:59:59,140.0
adidas POD-S3.1 Social Status beSocial Atlanta Black,2019-09-14 23:59:59,200.0
adidas ZX Torsion Grey Two,2019-09-14 23:59:59,140.0
Vans Sk8-Hi Cut & Paste Pack Cream,2019-09-14 23:59:59,95.0
Vans Sk8-Hi Cut & Paste Pack Navy,2019-09-14 23:59:59,95.0
Nike Adapt Huarache White Black,2019-09-13 23:59:59,350.0
Kobe 4 Protro Undefeated Black Mamba,2019-09-13 23:59:59,180.0
Nike Adapt Huarache Opti Yellow,2019-09-13 23:59:59,350.0
Vans Authentic Retrosuperfuture Black,2019-09-13 23:59:59,85.0
Vans Authentic Retrosuperfuture White,2019-09-13 23:59:59,85.0
"adidas Crazy BYW PRD Pharrell ""Now is Her Time"" Pink",2019-09-13 23:59:59,220.0
"adidas Crazy BYW PRD Pharrell ""Now is Her Time"" Yellow",2019-09-13 23:59:59,220.0
"adidas Crazy BYW PRD Pharrell ""Now is Her Time"" Cream White",2019-09-13 23:59:59,220.0
"adidas Crazy BYW PRD Pharrell ""Now is Her Time"" Black Gum",2019-09-13 23:59:59,220.0
"adidas Crazy BYW PRD Pharrell ""Now is Her Time"" Orange",2019-09-13 23:59:59,220.0
"adidas Crazy BYW PRD Pharrell ""Now is Her Time"" Green",2019-09-13 23:59:59,220.0
adidas NMD Hu Trail Pharrell Now Is Her Time Black,2019-09-13 23:59:59,220.0
LeBron Icon John Elliott Summit White,2019-09-13 23:59:59,250.0
Nike Adapt Huarache White Black (EU Charger),2019-09-13 23:59:59,350.0
Nike Adapt Huarache Opti Yellow (EU Charger),2019-09-13 23:59:59,350.0
Nike React Sertu 10th Collection,2019-09-13 23:59:59,150.0
Air Max 95 Black Pink,2019-09-13 23:59:59,160.0
Nike React Sertu Black Volt,2019-09-13 23:59:59,150.0
adidas NMD Hu Trail Pharrell Now Is Her Time Light Pink,2019-09-13 23:59:59,250.0
adidas NMD Hu Trail Pharrell Now Is Her Time Cream White,2019-09-13 23:59:59,220.0
adidas NMD Hu Trail Pharrell Now Is Her Time Solar Yellow,2019-09-13 23:59:59,250.0
adidas ZX 500 Grey White Red size? Exclusive (W),2019-09-13 23:59:59,95.0
adidas ZX 500 Grey White Red (size? Exclusive),2019-09-13 23:59:59,95.0
adidas Ultra Boost 4 Moon Festival,2019-09-13 23:59:59,180.0
Nike LD Waffle Sacai Pine Green,2019-09-12 23:59:59,160.0
Nike LD Waffle Sacai Black,2019-09-12 23:59:59,160.0
Nike LD Waffle Sacai Summit White,2019-09-12 23:59:59,160.0
Reebok Classic Leather Ripple Trail Brown,2019-09-12 23:59:59,80.0
Jordan Why Not Zer0.2 SE Black Vast Grey,2019-09-12 23:59:59,125.0
adidas Ozweego Pusha T White,2019-09-12 23:59:59,150.0
Air Max Tailwind 4 USA (2019),2019-09-12 23:59:59,150.0
Air Max2 Light USA (2019),2019-09-12 23:59:59,150.0
adidas ZX Torsion Footpatrol,2019-09-11 23:59:59,150.0
Air Force 1 Ultra Flyknit Patriots 6X Champs,2019-09-11 23:59:59,160.0
Air Max 2 Light White Black Pink,2019-09-10 23:59:59,140.0
Air Max 720 Big Logos Black,2019-09-10 23:59:59,180.0
Nike SB Blazer Mid Jade Horizon,2019-09-10 23:59:59,85.0
Jordan 1 Low Slip Black Hot Punch (W),2019-09-10 23:59:59,110.0
Nike SB Blazer Low Pale Ivory Pacific Blue,2019-09-10 23:59:59,75.0
Air Max Uptempo 95 White Photo Blue Black,2019-09-10 23:59:59,150.0
Nike Cortez Basic NBA University Red,2019-09-10 23:59:59,85.0
Air Max Uptempo 95 Black Volt,2019-09-10 23:59:59,150.0
Vans Sk8-Hi Cordura Black,2019-09-09 23:59:59,75.0
New Balance 997 Black Gold,2019-09-09 23:59:59,300.0
ASICS Gel-Lyte V Piedmont Grey,2019-09-09 23:59:59,100.0
adidas Yeezy Boost 700 Magnet,2019-09-09 23:59:59,300.0
adidas NMD R1 Solar Red Core Black,2019-09-09 23:59:59,130.0
Air Force 1 Low Flax (2019),2019-09-09 23:59:59,100.0
Air Max 720 OBJ Odell Beckham Jr Desert Ore,2019-09-08 23:59:59,200.0
Nike Zoom Freak 1 Roses,2019-09-07 23:59:59,120.0
Nike Zoom Freak 1 Roses (GS),2019-09-07 23:59:59,100.0
Jordan 1 Mid Shattered Backboard (GS),2019-09-07 23:59:59,100.0
adidas Yeezy Boost 700 V2 Inertia,2019-09-07 23:59:59,300.0
Nike Joyride NSW Setter Barely Volt,2019-09-07 23:59:59,180.0
Nike Joyride NSW Setter Hyper Pink,2019-09-07 23:59:59,180.0
Air Max 720 ISPA Black Reflect Silver,2019-09-07 23:59:59,210.0
Air Max 720 ISPA White Black,2019-09-07 23:59:59,210.0
Jordan 1 Mid Shattered Backboard,2019-09-07 23:59:59,110.0
Air Max 270 React Electro Green Yellow Ochre Obsidian,2019-09-06 23:59:59,150.0
Air Max 200 Black Bordeaux,2019-09-06 23:59:59,120.0
Air Max 200 Black Bordeaux (W),2019-09-06 23:59:59,120.0
Air More Uptempo Light Aqua,2019-09-06 23:59:59,160.0
Nike Zoom Moc Bright Ceramic,2019-09-06 23:59:59,140.0
Nike React Ianga 10th Collection,2019-09-06 23:59:59,130.0
Air More Uptempo Light Aqua (GS),2019-09-06 23:59:59,130.0
Air More Uptempo Light Aqua (TD),2019-09-06 23:59:59,75.0
Nike React Element 55 Day and Night,2019-09-06 23:59:59,130.0
Nike React Element 55 Pumice Sanded Purple (W),2019-09-06 23:59:59,130.0
Air More Uptempo Light Aqua (PS),2019-09-06 23:59:59,95.0
Air Max 270 React Black White Bleached Coral (W),2019-09-06 23:59:59,160.0
Air Max 720 React Electro Green,2019-09-06 23:59:59,150.0
Jordan Air Latitude 720 LX Gym Red (W),2019-09-06 23:59:59,300.0
New Balance 990 V5 YCMC Loyalty,2019-09-06 23:59:59,200.0
New Balance 997 Red Wing,2019-09-06 23:59:59,300.0
Under Armour Valsetz Trek Black,2019-09-06 23:59:59,110.0
