id,brand,colorway,gender,releaseDate,retailPrice,title,year
077251b4-329d-4f5e-a098-e95121a550d0,Jordan,Black/White-Gym Red,men,2020-01-28 23:59:59,130.0,Jordan Maxin 200 Black Gym Red,2020
bd4b0e2d-efdb-49c6-b75b-cc6001fe1196,Jordan,Black/Team Orange-Amarillo-Black,men,2020-01-28 23:59:59,160.0,Jordan Mars 270 Citrus,2020
98cb245a-4985-4c86-8084-7454d4ec1f6d,Jordan,Black/White-Rush Blue,men,2020-01-28 23:59:59,130.0,Jordan Maxin 200 Black Rush Blue,2020
a85179b6-096b-4fa1-a5d5-90a2fb20f937,Jordan,White/Black-Team Orange,men,2020-01-28 23:59:59,130.0,Jordan Maxin 200 White Black Team Orange,2020
9df5518d-8f54-4024-ae02-9ab9bd82e0ab,Converse,Tan/Burgundy-Black,men,2020-01-28 23:59:59,100.0,Converse Chuck Taylor All-Star Varsity 70s Hi Maruwa Tan,2020
fc62ccc2-f106-4fff-b710-ba63aa03e271,Converse,Green/Orange-White,men,2020-01-28 23:59:59,100.0,Converse Chuck Taylor All-Star Varsity 70s Hi Maruwa Green,2020
1c2577fb-0574-4ad4-bf29-515004d23e2d,New Balance,Steel/Silver,men,2020-01-27 23:59:59,90.0,New Balance X-Racer Steel Silver,2020
725a93fc-dd5e-45a5-bf81-8ec8e2e6f3b8,adidas,Linen/Legend Ink/Cloud White,women,2020-01-26 23:59:59,180.0,adidas Ultra Boost 20 Parley (W),2020
4f5d9c3f-cd9d-4ba8-9cc8-d66aaf29fc83,adidas,Legend Ink/Legend Ink/Cloud White,men,2020-01-26 23:59:59,180.0,adidas Ultra Boost 20 Parley,2020
981e42f9-4742-4251-8732-5289a1600d7a,Converse,White/Vast Grey-Barely Volt,men,2020-01-25 23:59:59,120.0,Converse Chuck Taylor All-Star 70s Ox Pigalle White,2020
f1fb11ae-c3c2-492f-9f4b-123bdd1cce9e,Converse,Multi/Black-Egret,men,2020-01-25 23:59:59,120.0,Converse Chuck Taylor All-Star 70s Ox Pigalle Multi,2020
7b33329e-6a10-4e19-9ac6-e745772f1c38,Jordan,Black/Metallic Gold,men,2020-01-25 23:59:59,200.0,Jordan 6 Retro DMP (2020),2020
8e54fc70-888b-4cfd-95ef-c8f6b751e636,Jordan,Black/Metallic Gold,child,2020-01-25 23:59:59,150.0,Jordan 6 Retro DMP 2020 (GS),2020
2b1c5e97-1b1d-49e2-b08e-1e3c1b45c0ef,Nike,Rose Gold/White-Gum Medium Brown,men,2020-01-25 23:59:59,250.0,Air Force 1 Low Clot Rose Gold Silk (Regular Box),2020
8e57f5ab-b7da-420e-9b37-d77b95ae0e19,adidas,Core Black/Gold Metallic/Team Royal Blue,men,2020-01-25 23:59:59,110.0,adidas Dame 6 Stone Cold Steve Austin,2020
891bec58-edc9-475e-9a28-cc10dcaf1094,Jordan,Black/White-Racer Blue,men,2020-01-25 23:59:59,190.0,Jordan 9 Retro Racer Blue,2020
ede91de6-5f39-412b-9773-984bbef4a0f4,adidas,Yeshaya/Yeshaya/Yeshaya,men,2020-01-25 23:59:59,220.0,adidas Yeezy Boost 350 V2 Yeshaya (Non-Reflective),2020
c71b834f-c838-4cce-8e50-7b3ed123ce78,adidas,Yeshaya/Yeshaya/Yeshaya,preschool,2020-01-25 23:59:59,160.0,adidas Yeezy Boost 350 V2 Yeshaya (Kids),2020
93f942c1-800f-4133-ab1a-1fb962082855,adidas,Yeshaya/Yeshaya/Yeshaya,infant,2020-01-25 23:59:59,140.0,adidas Yeezy Boost 350 V2 Yeshaya (Infant),2020
6253c9b2-a546-4375-adb5-ad8f6302f55b,Nike,Black/Multi-Color,men,2020-01-25 23:59:59,130.0,Air Max 1 Chinatown New York (2020),2020
20b4bd04-a00b-48ac-ad73-0b78ea84af56,Nike,Light Violet/Bright Citron-Racer Blue-Noble Red,women,2020-01-25 23:59:59,200.0,Air VaporMax Flyknit 3 Light Violet Noble Red (W),2020
74a8b66b-1d09-4771-b9fc-daf08f46750b,Nike,Rose Gold/White-Gum Medium Brown,men,2020-01-25 23:59:59,250.0,Air Force 1 Low Clot Rose Gold Silk (Special Box),2020
a760479e-083a-421a-9364-502e2a6f24a1,Nike,Vivid Purple/Racer Blue-Black-White,women,2020-01-25 23:59:59,200.0,Air VaporMax Flyknit 3 Vivid Purple (W),2020
6f4f4a8f-d0e4-4478-bead-6090aceaa7d9,Nike,Track Red/Pink Foam-Magic Flamingo-White,women,2020-01-25 23:59:59,200.0,Air VaporMax Flyknit 3 Track Red Magic Flamingo (W),2020
0e730835-d7c7-4988-80e1-2091d332946c,Nike,White/Hyper Blue-Neptune Green-Multi-Color,preschool,2020-01-25 23:59:59,68.0,Air Force 1 Low Crayon White Multi (PS),2020
5e525e68-9933-45e7-b24e-712c9d04b5d7,Nike,Track Red/Magic Flamingo-White-Track Red,women,2020-01-25 23:59:59,170.0,Air Max 98 Track Red Magic Flamingo (W),2020
63ca44a8-38f7-441c-8b88-2988b861a916,Nike,White/Platinum Tint-Oracle Aqua-Barely Volt,women,2020-01-25 23:59:59,200.0,Air VaporMax Plus Easter 2020 (W),2020
648ef4b9-c9ce-411c-9678-10835650c367,Nike,White/Hyper Blue-Neptune Green-Multi-Color,toddler,2020-01-25 23:59:59,55.0,Air Force 1 Low Crayon White Multi (TD),2020
baf6b692-6e86-4eb5-82f7-d7b821a00a50,Nike,Summit White/Voltage Purple-Active Fuchsia-Bright Spruce,women,2020-01-25 23:59:59,170.0,Air Max 97 Easter 2020 (W),2020
78bb7ec7-24af-404f-8517-3c9b7bb78ca9,Puma,Puma White/Puma White,men,2020-01-25 23:59:59,120.0,Puma Future Rider Chinatown Market White,2020
6dac03ee-8a82-4de3-9b11-2f05ee072a5d,Puma,Puma Black/Puma Black,men,2020-01-25 23:59:59,120.0,Puma Future Rider Chinatown Market Black,2020
862a7746-9f22-41a1-ba05-c74b39223e9a,New Balance,Black/Tan-Red,men,2020-01-25 23:59:59,110.0,New Balance X Racer Shoe Palace YOTR (2020),2020
5dfb3fe1-6fd7-46d2-9a48-bae9b1bdb515,Jordan,Black/White-Digital Pink,women,2020-01-25 23:59:59,125.0,Jordan Air Max 200 XX Chinese New Year 2020 (W),2020
339c8f1a-c655-42c6-8de6-62d603444990,Asics,White/Blue,men,2020-01-25 23:59:59,120.0,Asics Gel-DS Trainer Pensole,2020
95dd27c4-5aa8-49ce-855e-2b0294c26c3e,Asics,Orange/Black,men,2020-01-25 23:59:59,130.0,Asics Gel-Kayano Trainer OG Pensole,2020
7b26b52f-5d06-4ec1-a6b2-b7f0802fdc34,Nike,Black/White-University Red,child,2020-01-24 23:59:59,160.0,LeBron 17 Infrared (GS),2020
c3f8455a-e842-4c8b-b91f-3d67de77aa54,Nike,Black/White-Light Smoke Grey,men,2020-01-24 23:59:59,110.0,Nike PG 4 Black Light Smoke Grey,2020
0a20fdf7-0586-404a-a0db-0560fb75107f,Nike,Black/White-University Red,toddler,2020-01-24 23:59:59,60.0,LeBron 17 Infrared (TD),2020
